Date,Product_Name,Product_Price,Quantity,Total,Month,Quantity_Monthly,Category
2025-01-20,BLUE PARADISE,23000.0,0.0,0,1,11.0,Sedikit
2025-01-20,BUTTERSCOTH LATTE,25000.0,1.0,25000,1,148.0,Banyak
2025-01-20,CAKE VELVET,24000.0,1.0,24000,1,44.0,Banyak
2025-01-20,CAPPUCINO,30000.0,0.0,0,1,50.0,Banyak
2025-01-20,CARAMEL MACCHIATO,25000.0,2.0,50000,1,63.0,Banyak
2025-01-20,CHEESECAKE,26000.0,1.0,26000,1,27.0,Sedang
2025-01-20,CHESEECAKE LATTE,25000.0,1.0,25000,1,54.0,Banyak
2025-01-20,CHICKEN KATSU,30000.0,1.0,30000,1,50.0,Banyak
2025-01-20,CHURROS,25000.0,1.0,25000,1,22.0,Sedang
2025-01-20,CIRENG,18000.0,1.0,18000,1,97.0,Banyak
2025-01-20,COFFEE LATTE,30000.0,2.0,60000,1,71.0,Banyak
2025-01-20,COOKIES N CREAM,25000.0,1.0,25000,1,32.0,Sedang
2025-01-20,CROFFLE ICE CREAM,26000.0,1.0,26000,1,44.0,Banyak
2025-01-20,DARK CHOCOLATE,24000.0,2.0,48000,1,72.0,Banyak
2025-01-20,ESPRESSO,19000.0,0.0,0,1,0.0,Sedikit
2025-01-20,FRENCH FRIES,19000.0,1.0,19000,1,75.0,Banyak
2025-01-20,FRIED RICE ERTHREE,28000.0,2.0,56000,1,62.0,Banyak
2025-01-20,HAZELNUT LATTE,23000.0,1.0,23000,1,49.0,Banyak
2025-01-20,JAPANESE CHICKEN CURRY,31000.0,0.0,0,1,43.0,Banyak
2025-01-20,JAVANESE,33000.0,0.0,0,1,5.0,Sedikit
2025-01-20,KEBAB,15000.0,2.0,30000,1,30.0,Sedang
2025-01-20,KOPI CREAM,23000.0,8.0,184000,1,161.0,Banyak
2025-01-20,LOVELY,25000.0,0.0,0,1,1.0,Sedikit
2025-01-20,LUMPIA,18000.0,2.0,36000,1,48.0,Banyak
2025-01-20,LYCHEE TEA,21000.0,11.0,231000,1,100.0,Banyak
2025-01-20,MANGO TEA,21000.0,1.0,21000,1,19.0,Sedang
2025-01-20,MATCHA CLOUD,24000.0,2.0,48000,1,89.0,Banyak
2025-01-20,MILO CREAM,25000.0,0.0,0,1,143.0,Banyak
2025-01-20,MIX PLATTER,27000.0,2.0,54000,1,94.0,Banyak
2025-01-20,NAKTAMALA,27000.0,0.0,0,1,13.0,Sedikit
2025-01-20,PANDAN LATTE,23000.0,0.0,0,1,49.0,Banyak
2025-01-20,PEACH TEA,21000.0,2.0,42000,1,23.0,Sedang
2025-01-20,PEMPEK,20000.0,0.0,0,1,67.0,Banyak
2025-01-20,PICCOLO,27000.0,1.0,27000,1,9.0,Sedikit
2025-01-20,PISANG KEJU,20000.0,6.0,120000,1,77.0,Banyak
2025-01-20,RICE BEEF BLACKPAPER,33000.0,1.0,33000,1,29.0,Sedang
2025-01-20,RICE BEEF BULGOGI,33000.0,0.0,0,1,55.0,Banyak
2025-01-20,RISOL MAYO,20000.0,1.0,20000,1,45.0,Banyak
2025-01-20,ROTI BAKAR,16000.0,4.0,64000,1,58.0,Banyak
2025-01-20,SEA SALTED CARAMEL LATTE,28000.0,0.0,0,1,29.0,Sedang
2025-01-20,SIGNATURE ERTHREE COFFEE,23000.0,8.0,184000,1,364.0,Banyak
2025-01-20,SINGKONG,18000.0,0.0,0,1,63.0,Banyak
2025-01-20,SPAGHETTI BOLOGNESE,32000.0,1.0,32000,1,17.0,Sedang
2025-01-20,SPAGHETTI BRULLE,32000.0,0.0,0,1,22.0,Sedang
2025-01-20,SWEET HONEY KARAGE,30000.0,2.0,60000,1,60.0,Banyak
2025-01-20,TARO,24000.0,0.0,0,1,18.0,Sedang
2025-01-20,TIRAMISSYOU LATTE,28000.0,0.0,0,1,11.0,Sedikit
2025-01-20,TROPICAL MANGO,23000.0,0.0,0,1,19.0,Sedang
2025-01-20,V60,30000.0,0.0,0,1,26.0,Sedang
2025-01-20,VANILA REGAL,24000.0,0.0,0,1,19.0,Sedang
2025-01-20,VIETNAM DRIP,25000.0,2.0,50000,1,40.0,Banyak
2025-01-21,AIR BIASA,5000.0,0.0,0,1,4.0,Sedikit
2025-01-21,AIR MINERAL (BESAR),7000.0,3.0,21000,1,277.0,Banyak
2025-01-21,AIR MINERAL (KECIL),5000.0,0.0,0,1,3.0,Sedikit
2025-01-21,ALVREDO PASTA,35000.0,0.0,0,1,7.0,Sedikit
2025-01-21,AMERICANO,27000.0,6.0,162000,1,174.0,Banyak
2025-01-21,APPLE FIZ,25000.0,0.0,0,1,11.0,Sedikit
2025-01-21,APPLE TEA,21000.0,2.0,42000,1,25.0,Sedang
2025-01-21,BANANAS COFFEE,28000.0,0.0,0,1,5.0,Sedikit
2025-01-21,BERRY TEA,21000.0,0.0,0,1,27.0,Sedang
2025-01-21,BISCOFF BUTTER,28000.0,1.0,28000,1,100.0,Banyak
2025-01-21,BLACKFOREST,28000.0,0.0,0,1,32.0,Sedang
2025-01-21,BLUE PARADISE,23000.0,0.0,0,1,11.0,Sedikit
2025-01-21,BUTTERSCOTH LATTE,25000.0,6.0,150000,1,148.0,Banyak
2025-01-21,CAKE VELVET,24000.0,2.0,48000,1,44.0,Banyak
2025-01-21,CAPPUCINO,30000.0,0.0,0,1,50.0,Banyak
2025-01-21,CARAMEL MACCHIATO,25000.0,1.0,25000,1,63.0,Banyak
2025-01-21,CHEESECAKE,26000.0,0.0,0,1,27.0,Sedang
2025-01-21,CHESEECAKE LATTE,25000.0,1.0,25000,1,54.0,Banyak
2025-01-21,CHICKEN KATSU,30000.0,2.0,60000,1,50.0,Banyak
2025-01-21,CHURROS,25000.0,1.0,25000,1,22.0,Sedang
2025-01-21,CIRENG,18000.0,2.0,36000,1,97.0,Banyak
2025-01-21,COFFEE LATTE,30000.0,1.0,30000,1,71.0,Banyak
2025-01-21,COOKIES N CREAM,25000.0,0.0,0,1,32.0,Sedang
2025-01-21,CROFFLE ICE CREAM,26000.0,0.0,0,1,44.0,Banyak
2025-01-21,DARK CHOCOLATE,24000.0,0.0,0,1,72.0,Banyak
2025-01-21,ESPRESSO,19000.0,0.0,0,1,0.0,Sedikit
2025-01-21,FRENCH FRIES,19000.0,1.0,19000,1,75.0,Banyak
2025-01-21,FRIED RICE ERTHREE,28000.0,0.0,0,1,62.0,Banyak
2025-01-21,HAZELNUT LATTE,23000.0,0.0,0,1,49.0,Banyak
2025-01-21,JAPANESE CHICKEN CURRY,31000.0,1.0,31000,1,43.0,Banyak
2025-01-21,JAVANESE,33000.0,0.0,0,1,5.0,Sedikit
2025-01-21,KEBAB,15000.0,1.0,15000,1,30.0,Sedang
2025-01-21,KOPI CREAM,23000.0,4.0,92000,1,161.0,Banyak
2025-01-21,LOVELY,25000.0,0.0,0,1,1.0,Sedikit
2025-01-21,LUMPIA,18000.0,0.0,0,1,48.0,Banyak
2025-01-21,LYCHEE TEA,21000.0,2.0,42000,1,100.0,Banyak
2025-01-21,MANGO TEA,21000.0,1.0,21000,1,19.0,Sedang
2025-01-21,MATCHA CLOUD,24000.0,1.0,24000,1,89.0,Banyak
2025-01-21,MILO CREAM,25000.0,0.0,0,1,143.0,Banyak
2025-01-21,MIX PLATTER,27000.0,1.0,27000,1,94.0,Banyak
2025-01-21,NAKTAMALA,27000.0,0.0,0,1,13.0,Sedikit
2025-01-21,PANDAN LATTE,23000.0,2.0,46000,1,49.0,Banyak
2025-01-21,PEACH TEA,21000.0,0.0,0,1,23.0,Sedang
2025-01-21,PEMPEK,20000.0,1.0,20000,1,67.0,Banyak
2025-01-21,PICCOLO,27000.0,0.0,0,1,9.0,Sedikit
2025-01-21,PISANG KEJU,20000.0,2.0,40000,1,77.0,Banyak
2025-01-21,RICE BEEF BLACKPAPER,33000.0,0.0,0,1,29.0,Sedang
2025-01-21,RICE BEEF BULGOGI,33000.0,0.0,0,1,55.0,Banyak
2025-01-21,RISOL MAYO,20000.0,0.0,0,1,45.0,Banyak
2025-01-21,ROTI BAKAR,16000.0,2.0,32000,1,58.0,Banyak
2025-01-21,SEA SALTED CARAMEL LATTE,28000.0,1.0,28000,1,29.0,Sedang
2025-01-21,SIGNATURE ERTHREE COFFEE,23000.0,15.0,345000,1,364.0,Banyak
2025-01-21,SINGKONG,18000.0,2.0,36000,1,63.0,Banyak
2025-01-21,SPAGHETTI BOLOGNESE,32000.0,1.0,32000,1,17.0,Sedang
2025-01-21,SPAGHETTI BRULLE,32000.0,0.0,0,1,22.0,Sedang
2025-01-21,SWEET HONEY KARAGE,30000.0,1.0,30000,1,60.0,Banyak
2025-01-21,TARO,24000.0,0.0,0,1,18.0,Sedang
2025-01-21,TIRAMISSYOU LATTE,28000.0,0.0,0,1,11.0,Sedikit
2025-01-21,TROPICAL MANGO,23000.0,0.0,0,1,19.0,Sedang
2025-01-21,V60,30000.0,2.0,60000,1,26.0,Sedang
2025-01-21,VANILA REGAL,24000.0,0.0,0,1,19.0,Sedang
2025-01-21,VIETNAM DRIP,25000.0,0.0,0,1,40.0,Banyak
2025-01-22,AIR BIASA,5000.0,0.0,0,1,4.0,Sedikit
2025-01-22,AIR MINERAL (BESAR),7000.0,4.0,28000,1,277.0,Banyak
2025-01-22,AIR MINERAL (KECIL),5000.0,0.0,0,1,3.0,Sedikit
2025-01-22,ALVREDO PASTA,35000.0,0.0,0,1,7.0,Sedikit
2025-01-22,AMERICANO,27000.0,4.0,108000,1,174.0,Banyak
2025-01-22,APPLE FIZ,25000.0,0.0,0,1,11.0,Sedikit
2025-01-22,APPLE TEA,21000.0,1.0,21000,1,25.0,Sedang
2025-01-22,BANANAS COFFEE,28000.0,0.0,0,1,5.0,Sedikit
2025-01-22,BERRY TEA,21000.0,0.0,0,1,27.0,Sedang
2025-01-22,BISCOFF BUTTER,28000.0,1.0,28000,1,100.0,Banyak
2025-01-22,BLACKFOREST,28000.0,2.0,56000,1,32.0,Sedang
2025-01-22,BLUE PARADISE,23000.0,0.0,0,1,11.0,Sedikit
2025-01-22,BUTTERSCOTH LATTE,25000.0,6.0,150000,1,148.0,Banyak
2025-01-22,CAKE VELVET,24000.0,1.0,24000,1,44.0,Banyak
2025-01-22,CAPPUCINO,30000.0,2.0,60000,1,50.0,Banyak
2025-01-22,CARAMEL MACCHIATO,25000.0,1.0,25000,1,63.0,Banyak
2025-01-22,CHEESECAKE,26000.0,0.0,0,1,27.0,Sedang
2025-01-22,CHESEECAKE LATTE,25000.0,1.0,25000,1,54.0,Banyak
2025-01-22,CHICKEN KATSU,30000.0,2.0,60000,1,50.0,Banyak
2025-01-22,CHURROS,25000.0,0.0,0,1,22.0,Sedang
2025-01-22,CIRENG,18000.0,0.0,0,1,97.0,Banyak
2025-01-22,COFFEE LATTE,30000.0,0.0,0,1,71.0,Banyak
2025-01-22,COOKIES N CREAM,25000.0,0.0,0,1,32.0,Sedang
2025-01-22,CROFFLE ICE CREAM,26000.0,1.0,26000,1,44.0,Banyak
2025-01-22,DARK CHOCOLATE,24000.0,1.0,24000,1,72.0,Banyak
2025-01-22,ESPRESSO,19000.0,0.0,0,1,0.0,Sedikit
2025-01-22,FRENCH FRIES,19000.0,3.0,57000,1,75.0,Banyak
2025-01-22,FRIED RICE ERTHREE,28000.0,3.0,84000,1,62.0,Banyak
2025-01-22,HAZELNUT LATTE,23000.0,0.0,0,1,49.0,Banyak
2025-01-22,JAPANESE CHICKEN CURRY,31000.0,2.0,62000,1,43.0,Banyak
2025-01-22,JAVANESE,33000.0,0.0,0,1,5.0,Sedikit
2025-01-22,KEBAB,15000.0,0.0,0,1,30.0,Sedang
2025-01-22,KOPI CREAM,23000.0,6.0,138000,1,161.0,Banyak
2025-01-22,LOVELY,25000.0,0.0,0,1,1.0,Sedikit
2025-01-22,LUMPIA,18000.0,2.0,36000,1,48.0,Banyak
2025-01-22,LYCHEE TEA,21000.0,2.0,42000,1,100.0,Banyak
2025-01-22,MANGO TEA,21000.0,0.0,0,1,19.0,Sedang
2025-01-22,MATCHA CLOUD,24000.0,2.0,48000,1,89.0,Banyak
2025-01-22,MILO CREAM,25000.0,7.0,175000,1,143.0,Banyak
2025-01-22,MIX PLATTER,27000.0,3.0,81000,1,94.0,Banyak
2025-01-22,NAKTAMALA,27000.0,0.0,0,1,13.0,Sedikit
2025-01-22,PANDAN LATTE,23000.0,2.0,46000,1,49.0,Banyak
2025-01-22,PEACH TEA,21000.0,0.0,0,1,23.0,Sedang
2025-01-22,PEMPEK,20000.0,3.0,60000,1,67.0,Banyak
2025-01-22,PICCOLO,27000.0,0.0,0,1,9.0,Sedikit
2025-01-22,PISANG KEJU,20000.0,1.0,20000,1,77.0,Banyak
2025-01-22,RICE BEEF BLACKPAPER,33000.0,1.0,33000,1,29.0,Sedang
2025-01-22,RICE BEEF BULGOGI,33000.0,2.0,66000,1,55.0,Banyak
2025-01-22,RISOL MAYO,20000.0,1.0,20000,1,45.0,Banyak
2025-01-22,ROTI BAKAR,16000.0,0.0,0,1,58.0,Banyak
2025-01-22,SEA SALTED CARAMEL LATTE,28000.0,2.0,56000,1,29.0,Sedang
2025-01-22,SIGNATURE ERTHREE COFFEE,23000.0,9.0,207000,1,364.0,Banyak
2025-01-22,SINGKONG,18000.0,1.0,18000,1,63.0,Banyak
2025-01-22,SPAGHETTI BOLOGNESE,32000.0,0.0,0,1,17.0,Sedang
2025-01-22,SPAGHETTI BRULLE,32000.0,1.0,32000,1,22.0,Sedang
2025-01-22,SWEET HONEY KARAGE,30000.0,1.0,30000,1,60.0,Banyak
2025-01-22,TARO,24000.0,0.0,0,1,18.0,Sedang
2025-01-22,TIRAMISSYOU LATTE,28000.0,0.0,0,1,11.0,Sedikit
2025-01-22,TROPICAL MANGO,23000.0,3.0,69000,1,19.0,Sedang
2025-01-22,V60,30000.0,0.0,0,1,26.0,Sedang
2025-01-22,VANILA REGAL,24000.0,1.0,24000,1,19.0,Sedang
2025-01-22,VIETNAM DRIP,25000.0,1.0,25000,1,40.0,Banyak
2025-01-23,AIR BIASA,5000.0,0.0,0,1,4.0,Sedikit
2025-01-23,AIR MINERAL (BESAR),7000.0,0.0,0,1,277.0,Banyak
2025-01-23,AIR MINERAL (KECIL),5000.0,0.0,0,1,3.0,Sedikit
2025-01-23,ALVREDO PASTA,35000.0,1.0,35000,1,7.0,Sedikit
2025-01-23,AMERICANO,27000.0,6.0,162000,1,174.0,Banyak
2025-01-23,APPLE FIZ,25000.0,0.0,0,1,11.0,Sedikit
2025-01-23,APPLE TEA,21000.0,0.0,0,1,25.0,Sedang
2025-01-23,BANANAS COFFEE,28000.0,0.0,0,1,5.0,Sedikit
2025-01-23,BERRY TEA,21000.0,2.0,42000,1,27.0,Sedang
2025-01-23,BISCOFF BUTTER,28000.0,3.0,84000,1,100.0,Banyak
2025-01-23,BLACKFOREST,28000.0,0.0,0,1,32.0,Sedang
2025-01-23,BLUE PARADISE,23000.0,0.0,0,1,11.0,Sedikit
2025-01-23,BUTTERSCOTH LATTE,25000.0,1.0,25000,1,148.0,Banyak
2025-01-23,CAKE VELVET,24000.0,1.0,24000,1,44.0,Banyak
2025-01-23,CAPPUCINO,30000.0,0.0,0,1,50.0,Banyak
2025-01-23,CARAMEL MACCHIATO,25000.0,1.0,25000,1,63.0,Banyak
2025-01-23,CHEESECAKE,26000.0,1.0,26000,1,27.0,Sedang
2025-01-23,CHESEECAKE LATTE,25000.0,1.0,25000,1,54.0,Banyak
2025-01-23,CHICKEN KATSU,30000.0,1.0,30000,1,50.0,Banyak
2025-01-23,CHURROS,25000.0,2.0,50000,1,22.0,Sedang
2025-01-23,CIRENG,18000.0,1.0,18000,1,97.0,Banyak
2025-01-23,COFFEE LATTE,30000.0,0.0,0,1,71.0,Banyak
2025-01-23,COOKIES N CREAM,25000.0,2.0,50000,1,32.0,Sedang
2025-01-23,CROFFLE ICE CREAM,26000.0,0.0,0,1,44.0,Banyak
2025-01-23,DARK CHOCOLATE,24000.0,2.0,48000,1,72.0,Banyak
2025-01-23,ESPRESSO,19000.0,0.0,0,1,0.0,Sedikit
2025-01-23,FRENCH FRIES,19000.0,1.0,19000,1,75.0,Banyak
2025-01-23,FRIED RICE ERTHREE,28000.0,0.0,0,1,62.0,Banyak
2025-01-23,HAZELNUT LATTE,23000.0,2.0,46000,1,49.0,Banyak
2025-01-23,JAPANESE CHICKEN CURRY,31000.0,0.0,0,1,43.0,Banyak
2025-01-23,JAVANESE,33000.0,1.0,33000,1,5.0,Sedikit
2025-01-23,KEBAB,15000.0,0.0,0,1,30.0,Sedang
2025-01-23,KOPI CREAM,23000.0,4.0,92000,1,161.0,Banyak
2025-01-23,LOVELY,25000.0,0.0,0,1,1.0,Sedikit
2025-01-23,LUMPIA,18000.0,3.0,54000,1,48.0,Banyak
2025-01-23,LYCHEE TEA,21000.0,5.0,105000,1,100.0,Banyak
2025-01-23,MANGO TEA,21000.0,2.0,42000,1,19.0,Sedang
2025-01-23,MATCHA CLOUD,24000.0,0.0,0,1,89.0,Banyak
2025-01-23,MILO CREAM,25000.0,2.0,50000,1,143.0,Banyak
2025-01-23,MIX PLATTER,27000.0,1.0,27000,1,94.0,Banyak
2025-01-23,NAKTAMALA,27000.0,0.0,0,1,13.0,Sedikit
2025-01-23,PANDAN LATTE,23000.0,1.0,23000,1,49.0,Banyak
2025-01-23,PEACH TEA,21000.0,1.0,21000,1,23.0,Sedang
2025-01-23,PEMPEK,20000.0,1.0,20000,1,67.0,Banyak
2025-01-23,PICCOLO,27000.0,0.0,0,1,9.0,Sedikit
2025-01-23,PISANG KEJU,20000.0,5.0,100000,1,77.0,Banyak
2025-01-23,RICE BEEF BLACKPAPER,33000.0,0.0,0,1,29.0,Sedang
2025-01-23,RICE BEEF BULGOGI,33000.0,0.0,0,1,55.0,Banyak
2025-01-23,RISOL MAYO,20000.0,0.0,0,1,45.0,Banyak
2025-01-23,ROTI BAKAR,16000.0,5.0,80000,1,58.0,Banyak
2025-01-23,SEA SALTED CARAMEL LATTE,28000.0,0.0,0,1,29.0,Sedang
2025-01-23,SIGNATURE ERTHREE COFFEE,23000.0,9.0,207000,1,364.0,Banyak
2025-01-23,SINGKONG,18000.0,1.0,18000,1,63.0,Banyak
2025-01-23,SPAGHETTI BOLOGNESE,32000.0,0.0,0,1,17.0,Sedang
2025-01-23,SPAGHETTI BRULLE,32000.0,0.0,0,1,22.0,Sedang
2025-01-23,SWEET HONEY KARAGE,30000.0,3.0,90000,1,60.0,Banyak
2025-01-23,TARO,24000.0,2.0,48000,1,18.0,Sedang
2025-01-23,TIRAMISSYOU LATTE,28000.0,0.0,0,1,11.0,Sedikit
2025-01-23,TROPICAL MANGO,23000.0,0.0,0,1,19.0,Sedang
2025-01-23,V60,30000.0,4.0,120000,1,26.0,Sedang
2025-01-23,VANILA REGAL,24000.0,1.0,24000,1,19.0,Sedang
2025-01-23,VIETNAM DRIP,25000.0,1.0,25000,1,40.0,Banyak
2025-01-24,AIR BIASA,5000.0,0.0,0,1,4.0,Sedikit
2025-01-24,AIR MINERAL (BESAR),7000.0,7.0,49000,1,277.0,Banyak
2025-01-24,AIR MINERAL (KECIL),5000.0,0.0,0,1,3.0,Sedikit
2025-01-24,ALVREDO PASTA,35000.0,0.0,0,1,7.0,Sedikit
2025-01-24,AMERICANO,27000.0,3.0,81000,1,174.0,Banyak
2025-01-24,APPLE FIZ,25000.0,0.0,0,1,11.0,Sedikit
2025-01-24,APPLE TEA,21000.0,1.0,21000,1,25.0,Sedang
2025-01-24,BANANAS COFFEE,28000.0,0.0,0,1,5.0,Sedikit
2025-01-24,BERRY TEA,21000.0,0.0,0,1,27.0,Sedang
2025-01-24,BISCOFF BUTTER,28000.0,2.0,56000,1,100.0,Banyak
2025-01-24,BLACKFOREST,28000.0,0.0,0,1,32.0,Sedang
2025-01-24,BLUE PARADISE,23000.0,1.0,23000,1,11.0,Sedikit
2025-01-24,BUTTERSCOTH LATTE,25000.0,4.0,100000,1,148.0,Banyak
2025-01-24,CAKE VELVET,24000.0,2.0,48000,1,44.0,Banyak
2025-01-24,CAPPUCINO,30000.0,1.0,30000,1,50.0,Banyak
2025-01-24,CARAMEL MACCHIATO,25000.0,0.0,0,1,63.0,Banyak
2025-01-24,CHEESECAKE,26000.0,1.0,26000,1,27.0,Sedang
2025-01-24,CHESEECAKE LATTE,25000.0,3.0,75000,1,54.0,Banyak
2025-01-24,CHICKEN KATSU,30000.0,2.0,60000,1,50.0,Banyak
2025-01-24,CHURROS,25000.0,0.0,0,1,22.0,Sedang
2025-01-24,CIRENG,18000.0,1.0,18000,1,97.0,Banyak
2025-01-24,COFFEE LATTE,30000.0,1.0,30000,1,71.0,Banyak
2025-01-24,COOKIES N CREAM,25000.0,0.0,0,1,32.0,Sedang
2025-01-24,CROFFLE ICE CREAM,26000.0,2.0,52000,1,44.0,Banyak
2025-01-24,DARK CHOCOLATE,24000.0,2.0,48000,1,72.0,Banyak
2025-01-24,ESPRESSO,19000.0,0.0,0,1,0.0,Sedikit
2025-01-24,FRENCH FRIES,19000.0,1.0,19000,1,75.0,Banyak
2025-01-24,FRIED RICE ERTHREE,28000.0,2.0,56000,1,62.0,Banyak
2025-01-24,HAZELNUT LATTE,23000.0,3.0,69000,1,49.0,Banyak
2025-01-24,JAPANESE CHICKEN CURRY,31000.0,1.0,31000,1,43.0,Banyak
2025-01-24,JAVANESE,33000.0,0.0,0,1,5.0,Sedikit
2025-01-24,KEBAB,15000.0,0.0,0,1,30.0,Sedang
2025-01-24,KOPI CREAM,23000.0,7.0,161000,1,161.0,Banyak
2025-01-24,LOVELY,25000.0,0.0,0,1,1.0,Sedikit
2025-01-24,LUMPIA,18000.0,0.0,0,1,48.0,Banyak
2025-01-24,LYCHEE TEA,21000.0,1.0,21000,1,100.0,Banyak
2025-01-24,MANGO TEA,21000.0,1.0,21000,1,19.0,Sedang
2025-01-24,MATCHA CLOUD,24000.0,3.0,72000,1,89.0,Banyak
2025-01-24,MILO CREAM,25000.0,4.0,100000,1,143.0,Banyak
2025-01-24,MIX PLATTER,27000.0,0.0,0,1,94.0,Banyak
2025-01-24,NAKTAMALA,27000.0,2.0,54000,1,13.0,Sedikit
2025-01-24,PANDAN LATTE,23000.0,3.0,69000,1,49.0,Banyak
2025-01-24,PEACH TEA,21000.0,0.0,0,1,23.0,Sedang
2025-01-24,PEMPEK,20000.0,1.0,20000,1,67.0,Banyak
2025-01-24,PICCOLO,27000.0,0.0,0,1,9.0,Sedikit
2025-01-24,PISANG KEJU,20000.0,1.0,20000,1,77.0,Banyak
2025-01-24,RICE BEEF BLACKPAPER,33000.0,1.0,33000,1,29.0,Sedang
2025-01-24,RICE BEEF BULGOGI,33000.0,1.0,33000,1,55.0,Banyak
2025-01-24,RISOL MAYO,20000.0,2.0,40000,1,45.0,Banyak
2025-01-24,ROTI BAKAR,16000.0,0.0,0,1,58.0,Banyak
2025-01-24,SEA SALTED CARAMEL LATTE,28000.0,2.0,56000,1,29.0,Sedang
2025-01-24,SIGNATURE ERTHREE COFFEE,23000.0,11.0,253000,1,364.0,Banyak
2025-01-24,SINGKONG,18000.0,1.0,18000,1,63.0,Banyak
2025-01-24,SPAGHETTI BOLOGNESE,32000.0,0.0,0,1,17.0,Sedang
2025-01-24,SPAGHETTI BRULLE,32000.0,0.0,0,1,22.0,Sedang
2025-01-24,SWEET HONEY KARAGE,30000.0,3.0,90000,1,60.0,Banyak
2025-01-24,TARO,24000.0,0.0,0,1,18.0,Sedang
2025-01-24,TIRAMISSYOU LATTE,28000.0,0.0,0,1,11.0,Sedikit
2025-01-24,TROPICAL MANGO,23000.0,1.0,23000,1,19.0,Sedang
2025-01-24,V60,30000.0,2.0,60000,1,26.0,Sedang
2025-01-24,VANILA REGAL,24000.0,0.0,0,1,19.0,Sedang
2025-01-24,VIETNAM DRIP,25000.0,2.0,50000,1,40.0,Banyak
2025-01-25,AIR BIASA,5000.0,0.0,0,1,4.0,Sedikit
2025-01-25,AIR MINERAL (BESAR),7000.0,4.0,28000,1,277.0,Banyak
2025-01-25,AIR MINERAL (KECIL),5000.0,0.0,0,1,3.0,Sedikit
2025-01-25,ALVREDO PASTA,35000.0,0.0,0,1,7.0,Sedikit
2025-01-25,AMERICANO,27000.0,7.0,189000,1,174.0,Banyak
2025-01-25,APPLE FIZ,25000.0,0.0,0,1,11.0,Sedikit
2025-01-25,APPLE TEA,21000.0,0.0,0,1,25.0,Sedang
2025-01-25,BANANAS COFFEE,28000.0,0.0,0,1,5.0,Sedikit
2025-01-25,BERRY TEA,21000.0,0.0,0,1,27.0,Sedang
2025-01-25,BISCOFF BUTTER,28000.0,4.0,112000,1,100.0,Banyak
2025-01-25,BLACKFOREST,28000.0,1.0,28000,1,32.0,Sedang
2025-01-25,BLUE PARADISE,23000.0,0.0,0,1,11.0,Sedikit
2025-01-25,BUTTERSCOTH LATTE,25000.0,6.0,150000,1,148.0,Banyak
2025-01-25,CAKE VELVET,24000.0,1.0,24000,1,44.0,Banyak
2025-01-25,CAPPUCINO,30000.0,0.0,0,1,50.0,Banyak
2025-01-25,CARAMEL MACCHIATO,25000.0,3.0,75000,1,63.0,Banyak
2025-01-25,CHEESECAKE,26000.0,0.0,0,1,27.0,Sedang
2025-01-25,CHESEECAKE LATTE,25000.0,2.0,50000,1,54.0,Banyak
2025-01-25,CHICKEN KATSU,30000.0,2.0,60000,1,50.0,Banyak
2025-01-25,CHURROS,25000.0,0.0,0,1,22.0,Sedang
2025-01-25,CIRENG,18000.0,2.0,36000,1,97.0,Banyak
2025-01-25,COFFEE LATTE,30000.0,8.0,240000,1,71.0,Banyak
2025-01-25,COOKIES N CREAM,25000.0,0.0,0,1,32.0,Sedang
2025-01-25,CROFFLE ICE CREAM,26000.0,0.0,0,1,44.0,Banyak
2025-01-25,DARK CHOCOLATE,24000.0,2.0,48000,1,72.0,Banyak
2025-01-25,ESPRESSO,19000.0,0.0,0,1,0.0,Sedikit
2025-01-25,FRENCH FRIES,19000.0,1.0,19000,1,75.0,Banyak
2025-01-25,FRIED RICE ERTHREE,28000.0,0.0,0,1,62.0,Banyak
2025-01-25,HAZELNUT LATTE,23000.0,3.0,69000,1,49.0,Banyak
2025-01-25,JAPANESE CHICKEN CURRY,31000.0,1.0,31000,1,43.0,Banyak
2025-01-25,JAVANESE,33000.0,2.0,66000,1,5.0,Sedikit
2025-01-25,KEBAB,15000.0,2.0,30000,1,30.0,Sedang
2025-01-25,KOPI CREAM,23000.0,6.0,138000,1,161.0,Banyak
2025-01-25,LOVELY,25000.0,0.0,0,1,1.0,Sedikit
2025-01-25,LUMPIA,18000.0,0.0,0,1,48.0,Banyak
2025-01-25,LYCHEE TEA,21000.0,3.0,63000,1,100.0,Banyak
2025-01-25,MANGO TEA,21000.0,0.0,0,1,19.0,Sedang
2025-01-25,MATCHA CLOUD,24000.0,1.0,24000,1,89.0,Banyak
2025-01-25,MILO CREAM,25000.0,3.0,75000,1,143.0,Banyak
2025-01-25,MIX PLATTER,27000.0,5.0,135000,1,94.0,Banyak
2025-01-25,NAKTAMALA,27000.0,0.0,0,1,13.0,Sedikit
2025-01-25,PANDAN LATTE,23000.0,1.0,23000,1,49.0,Banyak
2025-01-25,PEACH TEA,21000.0,0.0,0,1,23.0,Sedang
2025-01-25,PEMPEK,20000.0,2.0,40000,1,67.0,Banyak
2025-01-25,PICCOLO,27000.0,0.0,0,1,9.0,Sedikit
2025-01-25,PISANG KEJU,20000.0,4.0,80000,1,77.0,Banyak
2025-01-25,RICE BEEF BLACKPAPER,33000.0,0.0,0,1,29.0,Sedang
2025-01-25,RICE BEEF BULGOGI,33000.0,1.0,33000,1,55.0,Banyak
2025-01-25,RISOL MAYO,20000.0,2.0,40000,1,45.0,Banyak
